"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10"
"Gene163",11540.0672156185,11671.8499891028,11726.6969312564,11506.4530409211,11566.1065941448,11759.8386662148,11421.6584463151,11645.809202138,11462.4519643574,11733.9039063776
"Gene164",8938.48218809748,9001.26522015707,9031.10837390144,8947.34101285425,9051.39136733539,9067.26512617342,8783.27959502194,8824.41070222684,8972.72088862751,9029.96768674571
"Gene165",1593.39840215653,1509.72997453142,1498.53442826642,1574.4819534815,1564.64571963233,1501.32331932977,1561.68748183162,1489.11930600078,1554.27965000972,1522.96469940637
"Gene166",8977.11002814975,9222.58439990395,9058.59628353236,9134.88959848955,9087.01897385453,8939.91367495524,9253.7258240209,9031.23282806029,8974.4510700561,8949.10230447635
"Gene167",14645.7455558218,14862.1778640347,14750.3669906579,14834.8615822882,14644.9255908407,14926.222885012,14848.9643070636,15060.0977961051,14683.4730572346,14859.0139919957
"Gene168",11744.7947678956,11950.7597511064,11982.0684787953,12082.4124319924,11928.3205937561,12153.7580619083,11947.0709013827,12193.8878355967,11983.8133015035,11947.8602302986
"Gene169",25606.3951706561,25710.1493582088,25546.9085282744,25745.09535406,25678.5973986717,25839.6885524476,26291.6392515814,25601.1321427495,25539.7847944454,25747.2007754729
"Gene170",9832.71668530775,9735.18817751125,9696.13844561731,9788.41537991625,9841.13664517638,9757.8105728409,9531.79026177974,9910.22686285241,9933.54830863352,10020.5686195454
"Gene171",11638.5682077518,11524.3038692715,11597.2377439624,11442.2002847312,11358.2788894498,11634.0692206018,11515.4243613733,11554.4627632283,11481.4839600718,11518.2628869926
"Gene172",7571.05665024678,7595.29348473279,7592.8700054706,7697.01710861894,7568.88707384442,7550.9127535943,7688.80503477348,7655.8656912679,7665.2804557622,7766.44608878689
"Gene173",12505.7632169255,12474.78645412,12390.84029621,12594.1190668739,12249.958708165,12519.9923595108,12522.5996213952,12779.8838587914,12439.4277443635,12641.954761444
"Gene174",16283.5659740384,16420.9312267681,16451.9572674882,16291.2573892586,16518.3439003056,16417.263167908,16622.4334246301,16059.7380709667,16363.479224388,16274.1581817096
"Gene175",4334.04365386576,4310.25051997369,4287.22719566161,4450.80578688208,4319.84729044598,4326.7853302075,4339.09855200421,4327.75298306477,4398.69791859892,4349.88368790624
"Gene176",633.496576857384,617.31392716496,639.315575609518,613.584878930291,647.234851764416,651.786309340216,607.861794170486,635.978036937833,639.013674289709,626.706712587576
"Gene177",8171.71956305973,8323.50497938382,8201.15084440004,8211.61801179727,8151.79430272705,8294.4553880358,8259.48379366226,8202.22080701124,8311.21485576624,8361.14358755951
"Gene178",4158.28698162789,4291.68826618847,4280.1335415633,4201.89871335376,4243.64379872449,4193.10585656855,4258.2658666092,4296.72966418975,4283.35249002677,4171.30596872806
"Gene179",6868.02996129529,6636.7196610549,6663.60131859296,6652.18625345934,6753.41074685072,6891.21641622811,6835.21187700216,6699.31335928823,6802.49665004252,6676.44812361441
"Gene180",1473.65209799446,1594.45000462808,1573.01779629859,1554.22207540361,1517.14224427347,1513.18836136873,1540.67098362892,1540.82483745914,1521.40620286665,1536.44226311793
"Gene181",12915.2183214796,13074.4900379502,13149.8612847284,13115.6662139647,13107.0005760977,12985.1020074381,12931.6130094939,13012.558750354,13188.5963029396,13066.4980183582
"Gene182",7574.91943425201,7400.15184237532,7479.37153989776,7459.10825461861,7395.69731993192,7515.31762747742,7460.85686195955,7486.96095517059,7543.59102861858,7304.83953166593
"Gene183",20308.5869074859,20861.5934784636,20622.1391705278,20606.0325661891,20514.5737648694,20592.1759600168,20529.885436625,20313.3797922745,20535.5233758426,20330.9048588894
"Gene184",11781.4912159452,12069.7485574219,12019.3101628114,11900.0735292914,12079.7379214625,12128.4459722252,11819.3552584586,12221.4641190411,12012.6496586465,11678.3089560674
"Gene185",12546.3224489804,12829.3730969402,12672.8130466175,12745.7787256284,12705.2003470207,12735.1451218173,12879.8800908411,12719.5607387567,12911.7672743664,12955.3081177378
"Gene186",16669.8443745612,16724.1147052601,16628.4119131835,16927.9964145636,16624.2370641264,16686.2041207911,16751.7657212622,16407.888649453,16573.4079043893,16542.0247604769
"Gene187",16418.7634142214,16442.3492119049,16545.9481842907,16503.1178285874,16361.978293916,16623.7148993859,16248.9864181052,16264.8366790849,16550.3388186749,16577.4033652197
"Gene188",10672.8722064448,10541.4563291053,10644.9146812653,10593.021966438,10673.437119693,10802.725275072,10645.664666523,10616.8691261167,10735.7757643528,10655.6988094527
"Gene189",16652.4618465377,16586.0876899341,16619.5448455606,16596.892121405,16746.9543754701,16401.443111856,16134.2040048443,16907.7087868839,16715.8595086759,16567.2951924361
"Gene190",3733.38074105281,3757.19054821912,3816.38590488678,3819.27644451138,3716.15729109385,3714.54916099715,3778.11971536283,3905.49114282149,3789.09732859511,3761.9249709894
"Gene191",30052.4595606734,30050.8610125993,30394.5343977019,30123.5444335211,30021.2067710605,29838.9987223798,29853.1273700856,29728.957070842,30045.1772344735,30206.5896685356
"Gene192",8177.51373906757,8322.07711370804,8201.15084440004,8221.45852400653,8103.30117163155,8190.04301809295,8109.13499882754,8210.83839558763,8206.25051576558,8361.14358755951
"Gene193",4285.75885380041,4130.33944482461,4249.09880488323,4257.4686646531,4073.42301202192,4303.05524612958,4072.35069020067,4053.71366633546,4268.93431145526,4294.28873759605
"Gene194",5894.60839197785,5825.21600198299,5691.77070712551,5702.28739843613,5834.02056750953,5814.66160189311,5824.80330956452,5885.81299767669,5768.4248828932,5886.32595102416
"Gene195",10817.7266066409,10823.2218224604,10691.9101396665,10584.3391615475,10820.8958244528,10805.0982834798,11119.3442029378,10511.7345454847,10633.6950600665,10654.0141139888
"Gene196",11124.8179350565,11332.4939134909,11207.0867685558,11361.739626079,11473.0789549004,11407.0514162564,11473.3913649679,11394.1756157074,11291.7407300706,11540.1639280239
"Gene197",8845.775371972,9063.61535466641,9118.89234336794,9039.37874469379,9093.94656401103,9291.90992211106,9029.01095862277,9112.23816067838,9029.24014862787,9139.47289190214
"Gene198",6757.9406171463,6648.61854168645,6694.63605527304,6490.68608249561,6691.06243544222,6802.6241023372,6490.86463721942,6642.43727468403,6656.00795575589,6720.25020567699
"Gene199",8220.00436312508,8233.54944180928,8246.37288927672,8299.02491436187,8292.32541733033,8298.41040204879,8301.51679006767,8038.48662405976,8276.03450005173,8155.61074095821
"Gene200",6854.510217277,6904.68245287747,6815.22817494418,6831.05203420412,6860.29356640815,6760.70095379954,6755.99584531505,6847.5358828022,6908.6144443289,6785.95332877084
"Gene201",8144.68007502313,8244.49641199031,8136.42125075303,8165.30971904781,8281.43920422726,8247.78622268256,8296.66682894397,8141.89768697649,8115.12762719358,8160.66482735004
"Gene202",8839.98119596416,8836.10875699112,8812.97851037864,8817.09893949641,8944.50854777796,8848.94835265655,8602.21437973711,8765.81109990737,8644.56314433975,8745.25415333899
"Gene203",6286.68096850849,6199.31680903901,6359.46089912824,6248.72525287971,6087.37243609009,6241.01211249309,6093.16782507596,6204.66377500325,6185.97533432438,6152.50783432749
"Gene204",13110.2889137437,13465.7252331157,13225.2313595228,13289.3223117751,13066.4246908954,13235.8498958614,13406.9091996166,12971.1943251873,13374.3024429407,13304.0400787744
"Gene205",5035.13895081463,5043.22156687734,5071.96268028633,5074.810031681,5113.55119123354,5001.51072082304,4982.5267277485,5003.37192745401,5063.0875871745,5094.51908296997
"Gene206",15387.4000848255,15274.831044337,14977.3639218036,14985.9423873833,15138.7638034255,14955.4899887081,15400.2432214576,15180.7440361746,14962.0322672364,15295.3501171575
"Gene207",14748.1093319603,14919.2924910662,14922.3881025417,14935.5821190183,14875.5153774785,14893.0007673029,14983.1465648193,14815.3582805355,15020.2817086653,14983.6814563277
"Gene208",9133.55278036149,9038.38972772752,8952.19147205783,9164.41113511733,9238.43630156089,9194.61657739159,9121.16021997309,9048.46800521307,8980.2183414847,9169.79741025316
"Gene209",2916.4019239471,2978.05184446504,3034.31054054892,2966.62500426202,2843.28093137487,2929.08337801798,3131.45823220274,2869.656995939,2952.84297144703,3049.29878974062
"Gene210",33781.977517721,33603.8667691809,33672.6892978799,33499.9978286158,33781.8985703033,33405.6303592913,33754.1127672489,32996.7466590103,33547.064445924,33532.1785143632
"Gene211",3700.54707700838,3709.11907046764,3845.64722804227,3718.55590778131,3843.82288112078,3788.11242163871,3736.08671895743,3810.69766848116,3726.81079716615,3772.03314377307
"Gene212",11068.8075669807,11322.4988537604,11262.0625878176,11368.1070163321,11528.4996761524,11404.6784078486,11334.3591460885,11149.4361001378,11374.2127114997,11385.171945341
"Gene213",15883.7678294973,15793.1462846474,15873.8244584765,15825.8590471266,15662.2916881095,15815.3100351314,15692.8575425875,16025.2677166612,15663.9092000979,15760.3260652064
"Gene214",43831.0101073215,44042.0408144043,43589.6177273069,43538.4779893791,44075.3078871254,44126.0913428931,43979.4474697178,44123.7770288495,43826.0723131311,43687.5227710242
"Gene215",1985.47097868717,2006.1512744798,2032.33189916368,1981.41607601734,2068.38048958353,1995.70007095311,1988.48406071728,1945.85150054963,2059.49262715573,1976.1477792076
"Gene216",13450.2139062037,13158.7341128216,13217.2509986622,13112.1930920084,13412.8041987204,13398.7964731965,13314.7599382663,13386.5620945695,13190.3264843682,13248.4451284642
"Gene217",14365.6937154427,14422.8711911178,14344.2552935301,14422.717776818,14255.9908863401,14316.3597242094,14273.4355870511,14529.2543397993,14233.6258858033,14330.019616317
"Gene218",8162.06260304666,8117.41636684533,8104.49980731067,8293.81523142755,8222.05986002869,8074.55660891374,8120.45157478285,8200.49728929596,8267.38359290882,8233.10673229968
"Gene219",21888.4655656242,22035.29906396,21611.703917241,21722.062421451,21827.8469273944,21759.6960966505,21850.6915159795,21869.7162891712,22036.7441287092,21919.5726813896
"Gene220",2172.81600294072,2250.31630503927,2168.88474055601,2142.3373933217,2206.93229271353,2170.51169032713,2318.28141712893,2149.22659095251,2231.35731572823,2223.79801240753
"Gene221",16465.1168222841,16113.9401064741,16020.131074254,16109.497340217,16104.6678023889,16241.6605457314,16016.1882841676,16152.8080275918,16176.0429029583,16136.0131536661
"Gene222",8160.13121104404,7861.82841087957,7871.29592882897,7884.56569425424,7808.38376211199,7884.71593629038,7588.57250488367,7919.56390170554,7881.55313433498,7724.32870218826
"Gene223",42683.7632577688,42466.1530635615,42441.3324701442,42579.317475806,42251.3723644927,42416.7342864803,42453.32636946,42296.8482506541,42370.4130045506,42370.0909182192
"Gene224",11055.2878229624,11132.1167636555,10987.1834915084,11128.4616013536,11108.8856438158,11029.7430794174,11098.3277047351,11435.540040874,11196.5807514986,11240.2881354417
"Gene225",14066.3279550376,14027.352398925,14211.2492791869,14141.3948983651,13964.0424440304,14149.4581328614,14081.053795811,14151.8039601532,14005.8186643733,14218.8297156966
"Gene226",10524.1550222435,10387.2468361203,10304.4192845467,10199.980331727,10394.3542019597,10255.3513356746,10210.7848190978,10420.3881065749,10460.1001900654,10354.1383214066
"Gene227",9786.36327724501,9865.59990923307,9948.84987286933,9865.98177027158,9846.08492385959,9702.44037665909,9725.78870672777,9696.51066615786,9828.58396863286,9831.88272758358
"Gene228",397.866752538479,439.782628142192,367.096599587157,437.613366482358,432.47955691292,418.440482573998,426.79657888566,411.920733951605,419.280632859764,471.714729904627
"Gene229",11775.6970399374,11885.0779300202,11833.9884494932,11790.6701876708,11723.4618562711,11785.1507558979,11984.2539366644,12233.5287430481,11826.3667915025,11868.6795434932
"Gene230",8009.48263484015,7835.65087349016,7962.62672534462,7845.2036454172,7925.16313903584,7908.4460203683,7882.80347972151,7969.54591544862,7949.03021004969,7522.16524651485
"Gene231",2450.93645131713,2455.45300712724,2489.8725885042,2546.37724756071,2469.19106292388,2493.24083378685,2551.07955106656,2526.67697059855,2402.06855001501,2424.27677261699
"Gene232",3565.3496368254,3458.76662197977,3414.70774157039,3410.02690733806,3376.70537342536,3386.28299791925,3522.6884295146,3545.27594032825,3347.90106430664,3477.21143758268
"Gene233",10529.9491982514,10395.8140301751,10352.3014497103,10359.7439417127,10428.9921527422,10527.4562997681,10540.5821755095,10601.3574666792,10415.1154729222,10445.1118764596
"Gene234",8042.31629888459,7825.17985853439,7911.19773313193,7744.48310868713,7868.7527620472,7861.77685501505,7950.70293545332,7757.55323646934,7901.73858433511,7867.5278166236
"Gene235",3663.85062895871,3727.68132425286,3757.86325857578,3704.08456629711,3676.57106162814,3754.89030392962,3668.18726322562,3628.00479066162,3778.13951288076,3709.6994116071
"Gene236",3752.69466107895,3947.0966830987,3815.49919812449,3826.2226884238,3927.94361873542,4005.63819235298,3939.78508615286,3788.29193818254,3888.29439716716,3943.87208109547
"Gene237",5261.11181512047,5385.4333738408,5281.22547618625,5292.45900760344,5287.73060088268,5283.89872135029,5307.47412303645,5354.96954137086,5386.05478717652,5340.48462070595
"Gene238",6385.1819606418,6460.61622770791,6342.61347064477,6454.21830195542,6284.31392768202,6458.53788320736,6589.48051340133,6306.35132020469,6412.05237432579,6413.63563123898
"Gene239",5056.38426284339,5136.50879102872,5069.30255999946,5042.97308041575,4981.92697826004,5122.53414962043,5064.97606685141,5132.63575609991,5037.71159288863,5244.45697926108
"Gene240",3584.66355685154,3572.51992081742,3549.48716943814,3602.2063222483,3499.42268476907,3550.0205780569,3419.22259220898,3614.21664893939,3477.08794430745,3617.04116109012
"Gene241",2895.15661191835,3049.44512825435,2973.12777395106,3093.39395566366,3097.62245569208,3038.24176477642,3076.49200613413,2974.791576571,3102.79202859082,3135.21825840182
"Gene242",41855.1960886474,41339.567045366,41710.686098019,41586.0045963302,41554.6547258961,41326.7324245011,41868.0977272001,41319.6137060911,41633.9324431174,41236.2908709841
"Gene243",2477.97593935373,2473.5393056872,2494.30612231564,2521.48654020787,2464.24278424067,2511.43389824658,2428.21386926614,2407.75424824432,2444.16963144385,2471.44824560746
"Gene244",10215.1323018253,10220.1865520533,10230.8226232769,10380.5826734499,10317.1610545016,10393.7768261292,10247.9678543795,10167.0310024289,10295.1562272072,10337.2913667671
"Gene245",8397.69242736556,8342.54318839431,8506.17797062705,8513.77962198747,8627.81871205226,8488.25107467215,8382.34947546268,8469.36605287944,8404.06792576682,8457.17122900438
"Gene246",23460.618655752,23492.1980084873,23345.2156375137,23373.5319116285,23602.299663195,23291.8685252815,23632.2439020855,23401.9235380539,23515.4725230041,23466.1231172912
"Gene247",6784.98010518289,6721.43969115155,6686.65569441245,6787.05915609213,6637.62102566351,6709.28577163072,6883.71148823917,6856.15347137859,6836.5235514713,6726.98898753277
"Gene248",13643.3531064651,13559.9643677176,13424.7403810376,13622.1631659118,13772.0492311217,13655.081381238,13681.7403299596,13500.3142637779,13639.0202015138,13497.7800571281
"Gene249",5471.63354340539,5364.01538870401,5267.92487475194,5451.06491027033,5466.85828921503,5290.22674377107,5320.40735269965,5303.2640099125,5403.93332860521,5451.67452132633
"Gene250",2744.50803571446,2686.29129137936,2692.04173030582,2755.34341859263,2721.5532757678,2678.33548959462,2680.41184769858,2711.09336613336,2750.98847144577,2756.16177901418
"Gene251",19576.5893384952,19506.0729969172,19480.9475674634,19311.1369301825,19398.2420939363,19428.6108373961,19441.8774912081,19617.0786353019,19497.4145186933,19451.4938267101
"Gene252",26058.3408992677,26278.915852397,26451.3494258079,26249.8557450291,26178.3735456763,25934.6088887593,26720.052484175,26995.45797441,26268.1911758785,26306.5196695027
